GeneName	n_homAA	n_hetRA
FAM110D	0	71
FAM111A	0	1649
FAM111B	0	657
FAM114A1	0	0
FAM114A2	8	4042
FAM117A	0	53
FAM117B	0	1645
FAM118A	0	19409
FAM118B	0	1
FAM120A	0	19
FAM120AOS	0	0
FAM120B	0	0
FAM120C	0	0
FAM122A	24	0
FAM122B	0	0
FAM122C	0	3
FAM124A	0	136
FAM124B	0	0
FAM126A	27	257
FAM126B	0	0
FAM131A	0	0
FAM131B	0	3
FAM131C	0	1967
FAM133A	0	0
FAM133B	0	0
FAM135A	0	5637
FAM135B	0	0
FAM136A	0	0
FAM13A	4	0
FAM13B	45	0
FAM13C	0	0
FAM149A	0	10
FAM149B1	0	3316
FAM151A	0	19
FAM151B	0	2
FAM153A	0	570
FAM153B	0	0
FAM155A	0	6
FAM155B	17	1736
FAM156A	0	0
FAM156B	0	0
FAM160A1	0	126
FAM160A2	0	2
FAM160B1	6	5035
FAM160B2	0	154
FAM161A	1	0
FAM161B	0	553
FAM162A	0	5015
FAM162B	0	0
FAM163A	0	0
FAM163B	0	4200
FAM166A	0	0
FAM166B	0	906
FAM166C	0	0
FAM167A	1	0
FAM167B	0	0
FAM168A	0	0
FAM168B	0	7
FAM169A	19	4845
FAM170A	250	281
FAM170B	1	0
FAM171A1	0	0
FAM171A2	0	61
FAM171B	0	2134
FAM172A	0	0
FAM174A	0	0
FAM174B	0	0
FAM174C	0	1707
FAM177A1	0	37
FAM177B	0	8839
FAM178B	0	3
FAM180A	0	0
FAM180B	0	4527
FAM181A	33	1769
FAM181B	0	88
FAM183A	16	5162
FAM184A	0	7938
FAM184B	0	12
FAM185A	0	279
FAM186A	0	7
FAM186B	0	0
FAM187A	0	1157
FAM187B	0	0
FAM189A1	2	1465
FAM189A2	0	0
FAM189B	0	0
FAM193A	0	2314
FAM193B	0	17
FAM199X	0	6
FAM200A	0	17
FAM200B	0	10
FAM204A	0	4429
FAM205A	0	0
FAM205C	0	0
FAM207A	0	0
FAM209A	0	0
FAM209B	0	2
FAM20A	0	19
FAM20B	0	58
FAM20C	0	20
FAM210A	403	0
FAM210B	0	0
FAM214A	7	0
FAM214B	0	0
FAM216A	0	0
FAM216B	0	0
FAM217A	0	527
FAM217B	0	0
FAM218A	0	54
FAM219A	1	1249
FAM219B	0	0
FAM220A	0	8
FAM221A	0	1321
FAM221B	0	271
FAM222A	0	0
FAM222B	0	1593
FAM227A	198	22
FAM227B	0	988
FAM228A	0	187
FAM228B	0	0
FAM229A	0	4
FAM229B	0	0
FAM234A	0	5
FAM234B	0	282
FAM236A	0	0
FAM236B	0	0
FAM236C	0	0
FAM236D	0	24
FAM237A	0	6
FAM237B	0	0
FAM240A	0	10879
FAM240B	0	10
FAM240C	0	10895
FAM241A	0	110
FAM241B	0	0
FAM243A	0	0
FAM243B	1	0
FAM24A	8	3909
FAM24B	0	0
FAM25A	0	5
FAM25C	0	71
FAM25G	0	14421
FAM32A	0	3853
FAM3A	0	0
FAM3B	0	547
FAM3C	0	3
FAM3D	0	0
FAM43A	0	70
FAM43B	1	9
FAM47A	0	1038
FAM47B	0	0
FAM47C	23	6359
FAM47E	0	1
FAM47E-STBD1	0	1050
FAM50A	15	0
FAM50B	0	0
FAM53A	0	450
FAM53B	0	0
FAM53C	0	0
FAM71A	0	2180
FAM71B	0	0
FAM71C	0	6
FAM71D	0	5169
FAM71E1	0	86
FAM71E2	0	4218
FAM71F1	2	0
FAM71F2	0	118
FAM72A	0	0
FAM72B	0	3489
FAM72C	0	0
FAM72D	0	0
FAM76A	0	673
FAM76B	0	24
FAM78A	0	1
FAM78B	0	16
FAM81A	0	6175
FAM81B	0	0
FAM83A	0	0
FAM83B	0	2
FAM83C	0	569
FAM83D	0	11
FAM83E	0	0
FAM83F	0	0
FAM83G	0	0
FAM83H	0	32
FAM86B1	0	0
FAM86B2	0	0
FAM86C1	0	1
FAM89A	2	5
FAM89B	0	0
FAM8A1	0	0
FAM90A1	0	0
FAM90A10P	0	413
FAM90A14P	0	0
FAM90A16P	0	0
FAM90A17P	0	1363
FAM90A18P	0	0
FAM90A19P	0	165
FAM90A22P	0	0
FAM90A23P	0	306
FAM90A26	1	14
FAM90A7P	0	0
FAM90A8P	0	5
FAM90A9P	0	0
FAM91A1	0	0
FAM92A	0	1
FAM92B	0	2
FAM98A	1	1477
FAM98B	1	4258
FAM98C	4	0
FAM9A	0	0
FAM9B	0	49
FAM9C	0	0
FAN1	0	6192
FANCA	12	20
FANCB	0	0
FANCC	0	0
FANCD2	0	0
FANCD2OS	0	5
FANCE	1	0
FANCF	0	0
FANCG	93	0
FANCI	0	887
FANCL	0	67
FANCM	0	477
FANK1	0	0
FAP	0	0
FAR1	0	0
FAR2	0	2
FARP1	0	5
FARP2	0	1046
FARS2	0	0
FARSA	0	0
FARSB	0	0
FAS	29	0
FASLG	0	27
FASN	0	1
FASTK	0	0
FASTKD1	0	0
FASTKD2	0	0
FASTKD3	0	0
FASTKD5	1	9
FAT1	0	19628
FAT2	45	3
FAT3	0	32
FAT4	1	0
FATE1	0	1183
FAU	0	0
FAXC	0	0
FAXDC2	0	928
FBF1	170	0
FBH1	0	0
FBL	0	0
FBLIM1	0	7
FBLL1	0	1217
FBLN1	0	1893
FBLN2	0	250
FBLN5	0	0
FBLN7	0	0
FBN1	0	0
FBN2	0	0
FBN3	1	206
FBP1	0	56
FBP2	0	184
FBRS	0	0
FBRSL1	0	0
FBXL12	0	7808
FBXL13	0	5
FBXL14	0	1286
FBXL15	0	1503
FBXL16	9	7313
FBXL17	1	157
FBXL18	0	51
FBXL19	0	0
FBXL2	2	0
FBXL20	0	661
FBXL22	0	5614
FBXL3	0	77
FBXL4	0	0
FBXL5	0	0
FBXL6	0	0
FBXL7	0	0
FBXL8	0	0
FBXO10	0	0
FBXO11	0	0
FBXO15	0	0
FBXO16	0	4260
FBXO17	0	4
FBXO2	0	162
FBXO21	0	44
FBXO22	0	77
FBXO24	0	0
FBXO25	0	0
FBXO27	0	3
FBXO28	0	0
FBXO3	0	6294
FBXO30	0	0
FBXO31	0	5
FBXO32	0	19
FBXO33	0	228
FBXO34	0	54
FBXO36	0	0
FBXO38	0	7
FBXO39	0	2
FBXO4	0	22
FBXO40	0	2668
FBXO41	0	14
FBXO42	0	54
FBXO43	0	1
FBXO44	0	95
FBXO45	0	0
FBXO46	0	0
FBXO47	1	0
FBXO48	47	32
FBXO5	0	7
FBXO6	0	0
FBXO7	0	86
FBXO8	0	0
FBXO9	0	2035
FBXW10	0	8
FBXW11	0	4008
FBXW12	0	71
FBXW2	0	0
FBXW4	0	343
FBXW5	0	0
FBXW7	0	19
FBXW8	0	0
FBXW9	0	0
FCAMR	0	0
FCAR	0	775
FCER1A	0	0
FCER1G	0	10
FCER2	0	2
FCF1	0	550
FCGBP	0	31
FCGR1A	0	7
FCGR1B	0	0
FCGR2A	0	3
FCGR2B	94	47
FCGR3A	0	0
FCGR3B	0	0
FCGRT	0	283
FCHO1	0	1783
FCHO2	0	2400
FCHSD1	0	1
FCHSD2	0	11
FCMR	0	12
FCN1	0	0
FCN2	0	768
FCN3	2	573
FCRL1	0	940
FCRL2	0	35
FCRL3	1	0
FCRL4	0	56
FCRL5	0	0
FCRL6	4	0
FCRLA	0	1
FCRLB	0	370
FCSK	0	0
FDCSP	0	510
FDFT1	0	0
FDPS	0	0
FDX1	0	1
FDX2	0	0
FDXACB1	0	1232
FDXR	0	0
FECH	0	452
FEM1A	0	0
FEM1B	0	150
FEM1C	0	0
FEN1	0	0
FER	0	0
FER1L5	0	3018
FER1L6	0	1
FERD3L	0	0
FERMT1	0	788
FERMT2	0	1582
FERMT3	0	11
FES	0	0
FETUB	0	23
FEV	0	0
FEZ1	0	223
FEZ2	0	0
FEZF1	0	2577
FEZF2	0	26
FFAR1	0	0
FFAR2	0	0
FFAR3	0	1
FFAR4	0	0
FGA	0	0
FGB	0	0
FGD1	0	644
FGD2	5	8347
FGD3	0	0
FGD4	0	0
FGD5	0	0
FGD6	0	0
FGF1	0	1
FGF10	2	8
FGF11	0	0
FGF12	0	8
FGF13	0	0
FGF14	0	27
FGF16	1	291
FGF17	0	2746
FGF18	0	39
FGF19	0	160
FGF2	0	0
FGF20	0	2488
FGF21	0	126
FGF22	0	10
FGF23	0	1
FGF3	0	0
FGF4	0	0
FGF5	0	134
FGF6	0	13
FGF7	0	0
FGF8	0	0
FGF9	0	0
FGFBP1	0	0
FGFBP2	0	1458
FGFBP3	0	162
FGFR1	0	503
FGFR1OP	0	0
FGFR1OP2	0	1200
FGFR2	0	1
FGFR3	0	301
FGFR4	0	26
FGFRL1	0	0
FGG	0	821
FGGY	0	2040
FGL1	0	9464
FGL2	0	12
FGR	3	0
FH	0	215
FHAD1	0	0
FHDC1	0	5
FHIT	0	0
FHL1	0	0
FHL2	0	147
FHL3	0	4295
FHL5	0	0
FHOD1	0	1
FHOD3	0	0
FIBCD1	0	0
FIBIN	0	10
FIBP	0	10
FICD	0	0
FIG4	0	547
FIGLA	0	0
FIGN	0	1136
FIGNL1	0	0
FIGNL2	0	702
FILIP1	0	32
FILIP1L	0	0
FIP1L1	0	414
FIS1	0	16
FITM1	0	0
FITM2	0	46
FIZ1	0	0
FJX1	0	0
FKBP10	3	126
FKBP11	12	0
FKBP14	0	0
FKBP15	0	32
FKBP1A	0	0
FKBP1B	3	58
FKBP1C	0	0
FKBP2	0	246
FKBP3	0	0
FKBP4	0	9
FKBP5	0	5
FKBP6	0	113
FKBP7	0	7932
FKBP8	52	3233
FKBP9	0	2459
FKBPL	0	2162
FKRP	0	3
FKTN	0	4376
FLACC1	0	0
FLAD1	18	626
FLCN	0	4518
FLG	14	0
FLG2	0	0
FLI1	0	5
FLII	0	4149
FLNA	0	5174
FLNB	0	55
FLNC	0	16
FLOT1	0	4410
FLOT2	0	538
FLRT2	0	987
FLRT3	0	0
FLT1	4	50
FLT3	0	2065
FLT3LG	1	0
FLT4	0	0
FLVCR1	0	0
FLVCR2	0	0
FLYWCH1	0	2568
FLYWCH2	0	0
FMC1	0	1585
FMC1-LUC7L2	6	6
FMN1	0	0
FMN2	0	3
FMNL1	0	0
FMNL2	0	0
FMNL3	0	2911
FMO1	0	841
FMO2	0	12038
FMO3	0	0
FMO4	0	50
FMO5	6	0
FMOD	0	1511
FMR1	0	0
FMR1NB	0	1
FN1	0	0
FN3K	0	2884
FN3KRP	0	0
FNBP1	0	0
FNBP1L	0	1
FNBP4	1	1805
FNDC1	0	0
FNDC10	0	0
FNDC11	0	4
FNDC3A	5	0
FNDC3B	0	0
FNDC4	0	21
FNDC5	0	69
FNDC7	0	0
FNDC8	0	3660
FNDC9	0	974
FNIP1	0	0
FNIP2	0	0
FNTA	0	0
FNTB	0	2
FO393400.1	7	432
FO681492.1	0	703
FOCAD	0	8
FOLH1	0	0
FOLR1	0	6
FOLR2	0	0
FOLR3	0	0
FOPNL	3	266
FOS	0	0
FOSB	0	0
FOSL1	0	1704
FOSL2	0	6
FOXA1	0	762
FOXA2	28	0
FOXA3	0	56
FOXB1	0	0
FOXB2	0	0
FOXC1	0	28
FOXC2	0	6
FOXD1	3	0
FOXD2	0	0
FOXD3	0	21
FOXD4	71	3135
FOXD4L1	0	3096
FOXD4L3	0	1
FOXD4L4	0	0
FOXD4L5	0	0
FOXD4L6	0	269
FOXE1	0	0
FOXE3	0	0
FOXF1	0	497
FOXF2	0	766
FOXG1	0	0
FOXH1	0	0
FOXI1	0	5456
FOXI2	0	10
FOXI3	0	0
FOXJ1	0	1
FOXJ2	0	0
FOXJ3	39	2230
FOXK1	2	0
FOXK2	10	0
FOXL1	0	0
FOXL2	0	0
FOXL2NB	8	0
FOXL3	0	25
FOXM1	0	1188
FOXN1	0	1760
FOXN2	0	0
FOXN3	0	0
FOXN4	0	0
FOXO1	0	0
FOXO3	0	1053
FOXO3B	0	9
FOXO4	0	123
FOXO6	0	0
FOXP1	0	0
FOXP2	0	25
FOXP3	0	3168
FOXP4	0	15
FOXQ1	0	0
FOXR1	0	0
FOXR2	0	0
FOXRED1	0	1
FOXRED2	0	181
FOXS1	0	2
FP565260.1	63	0
FP565260.2	0	262
FP565260.3	0	0
FP565260.4	0	0
FP565260.6	0	0
FPGS	0	117
FPGT	0	71
FPGT-TNNI3K	0	131
FPR1	0	0
FPR2	0	55
FPR3	0	8
FRA10AC1	0	0
FRAS1	0	54
FRAT1	0	0
FRAT2	0	0
FREM1	0	0
FREM2	0	79
FREM3	0	0
FRG1	0	0
FRG2	0	0
FRG2B	0	133
FRG2C	0	431
FRK	0	1
FRMD1	0	3758
FRMD3	0	0
FRMD4A	0	3
FRMD4B	11	2
FRMD5	0	0
FRMD6	0	98
FRMD7	0	0
FRMD8	0	26
FRMPD1	12	9
FRMPD2	0	0
FRMPD3	0	35
FRMPD4	0	0
FRRS1	0	0
FRRS1L	73	154
FRS2	0	4
FRS3	37	54
FRY	0	7
FRYL	0	0
FRZB	0	0
FSBP	0	1975
FSCB	0	0
FSCN1	0	0
FSCN2	95	54
FSCN3	0	29
FSD1	0	100
FSD1L	0	31
FSD2	0	36
FSHB	0	12
FSHR	0	0
FSIP1	0	0
FSIP2	0	2768
FST	0	0
FSTL1	9	1668
FSTL3	85	0
FSTL4	0	177
FSTL5	0	1
FTCD	0	0
FTCDNL1	0	0
FTH1	0	6916
FTHL17	0	0
FTL	0	0
FTMT	0	187
FTO	0	0
FTSJ1	0	101
FTSJ3	0	0
FUBP1	0	0
FUBP3	0	5803
FUCA1	0	889
FUCA2	0	0
FUNDC1	0	348
FUNDC2	0	1
FUOM	0	5
FURIN	0	38
FUS	0	0
FUT1	0	2
FUT10	0	10573
FUT11	0	19
FUT2	0	0
FUT3	0	540
FUT4	0	8966
FUT5	0	4105
FUT6	0	0
FUT7	0	420
FUT8	0	0
FUT9	3	5130
FUZ	0	49
FXN	0	16
FXR1	0	2893
FXR2	0	0
FXYD1	0	0
FXYD2	0	28004
FXYD3	0	0
FXYD4	0	0
FXYD5	0	2
FXYD6	0	142
FXYD6-FXYD2	0	1834
FXYD7	0	32
FYB1	0	41
FYB2	0	3
FYCO1	0	0
FYN	29	0
FYTTD1	0	103
FZD1	0	0
FZD10	0	0
FZD2	0	232
FZD3	0	2
FZD4	0	0
FZD5	0	1
FZD6	0	476
FZD7	0	0
FZD8	0	67
FZD9	0	0
FZR1	0	0
G0S2	0	0
G2E3	0	10
G3BP1	0	0
G3BP2	1	4
G6PC	0	0
G6PC2	0	0
G6PC3	0	40
G6PD	0	0
GAA	0	50
GAB1	0	9
GAB2	0	0
GAB3	0	57
GAB4	0	2841
GABARAP	0	2447
GABARAPL1	0	0
GABARAPL2	0	8
GABBR1	12	453
GABBR2	0	0
GABPA	0	76
GABPB1	0	21033
GABPB2	18	0
GABRA1	0	0
GABRA2	0	203
GABRA3	0	251
GABRA4	0	1512
GABRA5	0	41
GABRA6	0	0
GABRB1	0	0
GABRB2	0	1
GABRB3	0	1
GABRD	3	974
GABRE	0	1645
GABRG1	0	0
GABRG2	0	13029
GABRG3	0	628
GABRP	0	4
GABRQ	52	1
GABRR1	0	0
GABRR2	0	0
GABRR3	0	634
GAD1	0	0
GAD2	0	4775
GADD45A	0	837
GADD45B	0	3
GADD45G	0	28
GADD45GIP1	0	0
GADL1	0	110
GAGE1	0	42
GAGE10	0	0
GAGE12B	0	0
GAGE12C	0	0
GAGE12D	0	1373
GAGE12E	0	23
GAGE12F	0	0
GAGE12G	0	1
GAGE12H	0	35
GAGE12J	0	0
GAGE13	0	0
GAGE2A	11	468
GAGE2E	4	10
GAK	122	0
GAL	0	0
GAL3ST1	0	0
GAL3ST2	0	0
GAL3ST3	0	1
GAL3ST4	0	0
GALC	0	0
GALE	48	0
GALK1	0	0
GALK2	0	0
GALM	0	527
GALNS	0	44
GALNT1	289	1
GALNT10	0	6
GALNT11	0	1504
GALNT12	9	0
GALNT13	0	6298
GALNT14	0	0
GALNT15	0	0
GALNT16	0	1
GALNT17	0	5338
GALNT18	26	299
GALNT2	0	0
GALNT3	0	23
GALNT4	0	10179
GALNT5	0	0
GALNT6	0	15
GALNT7	0	1013
GALNT8	0	0
GALNT9	0	1
GALNTL5	0	0
GALNTL6	0	0
GALP	0	0
GALR1	0	0
GALR2	0	0
GALR3	0	218
GALT	0	7016
GAMT	0	6600
GAN	0	1607
GANAB	0	1
GANC	3	0
GAP43	0	0
GAPDH	0	0
GAPDHS	0	0
GAPT	0	2656
GAPVD1	0	378
GAR1	0	101
GAREM1	0	0
GAREM2	0	0
GARNL3	116	164
GARS1	0	1
GART	0	0
GAS1	0	1
GAS2	0	3
GAS2L1	3	1422
GAS2L2	0	24
GAS2L3	0	2
GAS6	69	0
GAS7	12	1
GAS8	0	1656
GASK1A	0	1
GASK1B	54	24
GAST	0	5036
GATA1	0	313
GATA2	0	0
GATA3	0	0
GATA4	0	4740
GATA5	0	0
GATA6	0	2
GATAD1	0	108
GATAD2A	0	0
GATAD2B	0	779
GATB	0	0
GATC	0	0
GATD1	0	0
GATD3A	0	13
GATD3B	0	18
GATM	0	535
GBA	0	489
GBA2	0	9
GBE1	9	0
GBF1	0	0
GBGT1	0	258
GBP1	0	801
GBP2	9	58
GBP3	0	0
GBP4	0	0
GBP5	0	5
GBP6	0	8
GBP7	0	0
GBX1	0	0
GBX2	0	45
GC	0	2192
GCA	0	415
GCAT	0	0
GCC1	0	0
GCC2	0	0
GCDH	0	3000
GCFC2	0	1444
GCG	0	0
GCGR	0	140
GCH1	0	0
GCHFR	0	0
GCK	0	123
GCKR	0	0
GCLC	2	0
GCLM	0	4
GCM1	0	2629
GCM2	0	0
GCN1	0	1
GCNA	0	0
GCNT1	0	0
GCNT2	0	0
GCNT3	0	1276
GCNT4	0	0
GCNT7	0	0
GCOM1	0	7070
GCSAM	0	0
GCSAML	0	131
GCSAML-AS1	0	1724
GCSH	0	3098
GDA	0	375
GDAP1	0	12
GDAP1L1	0	0
GDAP2	9	316
GDE1	0	2112
GDF1	0	0
GDF10	0	0
GDF11	0	1110
GDF15	0	0
GDF2	0	0
GDF3	0	2536
GDF5	0	0
GDF5-AS1	8	0
GDF6	0	516
GDF7	0	0
GDF9	0	0
GDI1	105	148
GDI2	0	36
GDNF	0	12441
GDPD1	0	2
GDPD2	0	360
GDPD3	0	0
GDPD4	0	84
GDPD5	0	1752
GDPGP1	0	108
GEM	0	5
GEMIN2	0	0
GEMIN4	0	81
GEMIN5	0	0
GEMIN6	1	1330
GEMIN7	12	0
GEMIN8	0	7
GEN1	0	0
GET1	0	0
GET1-SH3BGR	0	1465
GET3	0	0
GET4	0	3830
GFAP	0	35
GFER	0	269
GFI1	0	3513
GFI1B	0	0
GFM1	0	1115
GFM2	0	708
GFOD1	0	0
GFOD2	0	0
GFPT1	0	78
GFPT2	0	421
GFRA1	0	0
GFRA2	0	0
GFRA3	0	5
GFRA4	0	0
GFRAL	0	0
GFY	0	1133
GGA1	0	10372
GGA2	0	2330
GGA3	180	0
GGACT	0	2430
GGCT	16	12
GGCX	0	36
GGH	0	670
GGN	0	0
GGNBP2	125	0
GGPS1	0	0
GGT1	0	1
GGT2	0	5116
GGT5	0	0
GGT6	0	898
GGT7	0	95
GGTLC1	0	0
GGTLC2	0	1
GGTLC3	0	21
GH1	0	0
GH2	0	77
GHDC	0	56
GHITM	0	245
GHR	0	0
GHRH	0	184
GHRHR	0	0
GHRL	0	1
GHSR	76	0
GID4	0	124
GID8	0	0
GIGYF1	0	27
GIGYF2	0	0
GIMAP1	0	3633
GIMAP1-GIMAP5	0	0
GIMAP2	0	0
GIMAP4	0	0
GIMAP5	2	0
GIMAP6	0	0
GIMAP7	144	0
GIMAP8	0	0
GIMD1	0	0
GIN1	0	660
GINM1	0	7
GINS1	0	0
GINS2	0	24
GINS3	0	1168
GINS4	0	32
GIP	0	42
GIPC1	0	0
GIPC2	0	133
GIPC3	0	0
GIPR	0	17124
GIT1	0	3
GIT2	0	0
GJA1	0	1
GJA10	0	0
GJA3	0	0
GJA4	0	6655
GJA5	0	10
GJA8	0	0
GJA9	0	21
GJB1	0	0
GJB2	0	2381
GJB3	0	0
GJB4	0	0
GJB5	0	0
GJB6	0	0
GJB7	25	12
GJC1	0	0
GJC2	0	189
GJC3	0	0
GJD2	0	0
GJD3	0	0
GJD4	0	84
GJE1	0	0
GK	0	27
GK2	0	0
GK3P	0	13
GK5	0	0
GKAP1	0	1
GKN1	0	1620
GKN2	0	0
GLA	0	6
GLB1	0	1
GLB1L	0	6971
GLB1L2	0	15
GLB1L3	0	0
GLCCI1	0	0
GLCE	0	0
GLDC	0	0
GLDN	0	2
GLE1	0	9163
GLG1	0	824
GLI1	0	70
GLI2	0	0
GLI3	0	0
GLI4	0	1
GLIPR1	0	5223
GLIPR1L1	0	0
GLIPR1L2	0	0
GLIPR2	5	1
GLIS1	0	0
GLIS2	0	0
GLIS3	9	2
GLMN	3	6841
GLMP	0	132
GLO1	0	0
GLOD4	5	3
GLOD5	0	0
GLP1R	0	357
GLP2R	0	0
GLRA1	0	14
GLRA2	0	350
GLRA3	0	25
GLRA4	0	0
GLRB	0	0
GLRX	0	88
GLRX2	0	0
GLRX3	0	0
GLRX5	0	64
GLS	0	1
GLS2	0	2842
GLT1D1	0	0
GLT6D1	0	2
GLT8D1	0	488
GLT8D2	0	0
GLTP	1	1
GLTPD2	0	0
GLUD1	0	3
GLUD2	92	208
GLUL	0	17
GLYAT	0	2
GLYATL1	1	1784
GLYATL1B	0	1970
GLYATL2	3	0
GLYATL3	63	0
GLYCTK	0	0
GLYR1	0	397
GM2A	0	0
GMCL1	0	5
GMCL2	0	0
GMDS	0	107
GMEB1	0	0
GMEB2	0	1409
GMFB	0	0
GMFG	0	0
GMIP	0	0
GML	0	936
GMNC	0	370
GMNN	0	0
GMPPA	0	40
GMPPB	0	0
GMPR	0	1839
GMPR2	0	0
GMPS	0	0
GNA11	6	4
GNA12	0	136
GNA13	0	3
GNA14	0	0
GNA15	0	50
GNAI1	0	5
GNAI2	0	0
GNAI3	0	324
GNAL	0	1334
GNAO1	0	0
GNAQ	0	4
GNAS	0	0
GNAT1	0	37
GNAT2	0	0
GNAT3	0	0
GNAZ	0	5
GNB1	0	325
GNB1L	6	0
GNB2	0	0
GNB3	0	101
GNB4	0	98
GNB5	0	0
GNE	0	1623
GNG10	0	0
GNG11	0	0
GNG12	0	6
GNG13	0	5
GNG14	0	126
GNG2	0	2801
GNG3	0	2018
GNG4	0	253
GNG5	0	0
GNG7	0	0
GNG8	0	0
GNGT1	10	0
GNGT2	0	0
GNL1	6	856
GNL2	0	0
GNL3	0	0
GNL3L	0	0
GNLY	0	0
GNMT	0	31
GNPAT	0	695
GNPDA1	0	0
GNPDA2	0	0
GNPNAT1	0	53
GNPTAB	0	3332
GNPTG	0	89
GNRH1	0	0
GNRH2	0	164
GNRHR	1	0
GNS	0	93
GOLGA1	0	38
GOLGA2	0	0
GOLGA3	0	0
GOLGA4	0	4
GOLGA5	0	1
GOLGA6A	0	0
GOLGA6B	25	0
GOLGA6C	0	0
GOLGA6D	0	0
GOLGA6L1	0	0
GOLGA6L10	0	1117
GOLGA6L2	0	2
GOLGA6L22	0	344
GOLGA6L4	0	3122
GOLGA6L6	8	0
GOLGA6L7	0	134
GOLGA6L9	0	4
GOLGA7	0	0
GOLGA7B	0	2
GOLGA8A	0	6579
GOLGA8B	13	80
GOLGA8F	0	526
GOLGA8G	2	0
GOLGA8H	0	3
GOLGA8J	0	1134
GOLGA8K	32	604
GOLGA8M	0	105
GOLGA8N	0	0
GOLGA8O	0	1
GOLGA8Q	0	0
GOLGA8R	0	6369
GOLGA8S	0	2
GOLGA8T	0	8
GOLGB1	0	1
GOLIM4	0	318
GOLM1	0	383
GOLPH3	0	92
GOLPH3L	0	1
GOLT1A	0	0
GOLT1B	1	0
GON4L	0	45
GON7	0	16
GOPC	101	27
GORAB	0	1637
GORASP1	0	22
GORASP2	32	0
GOSR1	0	15
GOSR2	0	59
GOT1	0	377
GOT1L1	0	0
GOT2	0	9
GP1BA	0	2004
GP1BB	0	0
GP2	0	2
GP5	0	264
GP6	0	59
GP9	0	1331
GPA33	0	0
GPAA1	0	2354
GPALPP1	0	1398
GPAM	0	11
GPANK1	0	23
GPAT2	4	34
GPAT3	50	0
GPAT4	0	3662
GPATCH1	0	1
GPATCH11	0	0
GPATCH2	0	0
GPATCH2L	0	9754
GPATCH3	0	363
GPATCH4	0	41
GPATCH8	0	1011
GPBAR1	4	564
GPBP1	0	0
GPBP1L1	0	226
GPC1	0	928
GPC2	0	0
GPC3	0	330
GPC4	0	1
GPC5	0	0
GPC6	0	0
GPCPD1	0	0
GPD1	0	14
GPD1L	0	0
GPD2	0	90
GPER1	0	1636
GPHA2	142	137
GPHB5	0	3
GPHN	0	0
GPI	0	0
GPIHBP1	0	99
GPKOW	0	6
GPLD1	0	1071
GPM6A	0	1
GPM6B	0	0
GPN1	0	212
GPN2	39	1187
GPN3	89	46
GPNMB	0	0
GPR1	0	0
GPR101	0	15
GPR107	0	0
GPR108	6	79
GPR119	0	0
GPR12	0	0
GPR132	0	10705
GPR135	0	3379
GPR137	0	438
GPR137B	0	17
GPR137C	0	343
GPR139	0	4245
GPR141	0	0
GPR142	0	10
GPR143	0	2515
GPR146	0	17091
GPR148	0	0
GPR149	0	0
GPR15	0	1784
GPR150	0	0
GPR151	0	25
GPR152	0	0
GPR153	0	141
GPR155	0	3327
GPR156	0	0
GPR157	0	0
GPR158	0	0
GPR160	0	4208
GPR161	0	47
GPR162	0	5
GPR17	0	5343
GPR171	0	0
GPR173	0	4
GPR174	0	6163
GPR176	0	265
GPR179	0	0
GPR18	0	291
GPR180	0	1016
GPR182	0	0
GPR183	0	0
GPR19	0	54
GPR20	5	0
GPR21	0	116
GPR22	0	0
GPR25	0	0
GPR26	0	66
GPR27	2	70
GPR3	0	4
GPR31	0	165
GPR32	0	0
GPR33	0	0
GPR34	0	0
GPR35	0	15
GPR37	0	463
GPR37L1	0	0
GPR39	0	1
GPR4	0	4175
GPR42	2	1415
GPR45	0	58
GPR50	0	12386
GPR52	0	0
GPR55	0	1534
GPR6	0	0
GPR61	0	1527
GPR62	1	19443
GPR63	0	454
GPR65	0	19
GPR68	0	0
GPR75	0	116
GPR78	0	0
GPR82	0	22
GPR83	0	12680
GPR84	1	0
GPR85	0	0
GPR87	0	5480
GPR88	0	310
GPR89A	0	0
GPR89B	0	2
GPRASP1	0	2
GPRASP2	0	8
GPRC5A	0	0
GPRC5B	0	7
GPRC5C	0	226
GPRC5D	0	2
GPRC6A	0	39
GPRIN1	0	0
GPRIN2	5	2648
GPRIN3	0	1742
GPS1	0	145
GPS2	0	319
GPSM1	0	4885
GPSM2	0	15596
GPSM3	0	0
GPT	175	2
GPT2	0	194
GPX2	0	0
GPX3	0	756
GPX4	0	874
GPX5	0	4901
GPX6	0	365
GPX7	0	40
GPX8	0	64
GRAMD1A	0	0
GRAMD1B	0	0
GRAMD1C	0	0
GRAMD2A	0	0
GRAMD2B	0	0
GRAMD4	0	0
GRAP	0	0
GRAP2	0	2
GRAPL	0	1
GRASP	0	0
GRB10	0	0
GRB14	0	60
GRB2	0	0
GRB7	0	0
GREB1	0	5616
GREB1L	0	9325
GREM1	1	3535
GREM2	89	14
GRHL1	0	91
GRHL2	1	9
GRHL3	0	9
GRHPR	0	1
GRIA1	0	0
GRIA2	0	2
GRIA3	0	1
GRIA4	0	0
GRID1	0	5782
GRID2	0	0
GRID2IP	0	0
GRIFIN	0	0
GRIK1	0	0
GRIK2	0	0
GRIK3	3	0
GRIK4	0	332
GRIK5	29	0
GRIN1	0	0
GRIN2A	0	0
GRIN2B	0	1
GRIN2C	0	1961
GRIN2D	0	1646
GRIN3A	0	2997
